Link of Listing,Home Type,City,Post At,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/1670-E-51st-St-Brooklyn-NY-11234/30764436_zpid/,SINGLE_FAMILY,Brooklyn,Open: Sun. 1:30am-3:30pm,"1670 E 51st St, Brooklyn, NY 11234",For Sale by Agent,"$799,900 ",RE/MAX Edge
https://www.zillow.com/homedetails/360-Hancock-St-Brooklyn-NY-11216/30610534_zpid/,MULTI_FAMILY,Brooklyn,Open: Sun. 12-1pm,"360 Hancock St, Brooklyn, NY 11216",For Sale by Agent,"$2,999,000 ",SERHANT.
https://www.zillow.com/homedetails/1757-Coleman-St-Brooklyn-NY-11234/30765122_zpid/,SINGLE_FAMILY,Brooklyn,Open: Sun. 1-3pm,"1757 Coleman St, Brooklyn, NY 11234",For Sale by Agent,"$959,000 ",Tracey Real Estate
https://www.zillow.com/homedetails/178-Garfield-Pl-Brooklyn-NY-11215/30583458_zpid/,MULTI_FAMILY,Brooklyn,Open: Sun. 11am-12:30pm,"178 Garfield Pl, Brooklyn, NY 11215",For Sale by Agent,"$5,995,000 ",Sotheby's International Realty
https://www.zillow.com/homedetails/112-Gain-Ct-Brooklyn-NY-11229/30794238_zpid/,SINGLE_FAMILY,Brooklyn,19 hours ago,"112 Gain Ct, Brooklyn, NY 11229",For Sale by Agent,"$645,000 ",Pullini Realty Corp.
https://www.zillow.com/homedetails/8618-26th-Ave-Brooklyn-NY-11214/30730069_zpid/,MULTI_FAMILY,Brooklyn,1 day on Zillow,"8618 26th Ave, Brooklyn, NY 11214",For Sale by Agent,"$1,520,000 ",Remax Real Estate Professionals
https://www.zillow.com/homedetails/2423-Brigham-St-Brooklyn-NY-11235/30748572_zpid/,MULTI_FAMILY,Brooklyn,20 hours ago,"2423 Brigham St, Brooklyn, NY 11235",For Sale by Agent,"$858,000 ",Remax Edge
https://www.zillow.com/homedetails/3098-Nostrand-Ave-Brooklyn-NY-11229/30727981_zpid/,SINGLE_FAMILY,Brooklyn,21 hours ago,"3098 Nostrand Ave, Brooklyn, NY 11229",For Sale by Agent,"$799,000 ",Momentum Real Estate LLC
https://www.zillow.com/homedetails/342-Thomas-S-Boyland-St-Brooklyn-NY-11233/79714966_zpid/,MULTI_FAMILY,Brooklyn,1 day on Zillow,"342 Thomas S Boyland St, Brooklyn, NY 11233",For Sale by Agent,"$1,249,000 ",Corcoran
https://www.zillow.com/homedetails/1161-E-38th-St-Brooklyn-NY-11210/30760385_zpid/,MULTI_FAMILY,Brooklyn,Open: Thu. 4-6pm,"1161 E 38th St, Brooklyn, NY 11210",For Sale by Agent,"$1,295,000 ",Keystone Realty USA Corp
https://www.zillow.com/homedetails/380-Saint-Johns-Pl-8-Brooklyn-NY-11238/2053347725_zpid/,MULTI_FAMILY,Brooklyn,21 hours ago,"380 Saint John's Pl. UNIT 8, Prospect Heights, NY 11238",For Sale by Agent,"$3,800,000 ",EXP Realty
https://www.zillow.com/homedetails/1302-Foster-Ave-Brooklyn-NY-11230/30669766_zpid/,MULTI_FAMILY,Brooklyn,Open: Sun. 12:30-2pm,"1302 Foster Ave, Brooklyn, NY 11230",For Sale by Agent,"$1,850,000 ",Compass
https://www.zillow.com/homedetails/24-Jerome-St-FLOOR-2-Brooklyn-NY-11207/2053275914_zpid/,MULTI_FAMILY,Brooklyn,Open: Sun. 2-3pm,"24 Jerome St FLOOR 2, Brooklyn, NY 11207",For Sale by Agent,"$1,188,000 ",My Home Advisors
https://www.zillow.com/homedetails/24-Brighton-3rd-Ln-Brooklyn-NY-11235/245038783_zpid/,SINGLE_FAMILY,Brooklyn,19 hours ago,"24 Brighton 3rd Ln, Brooklyn, NY 11235",For Sale by Agent,"$399,000 ",BHHS Fillmore R.E.
https://www.zillow.com/homedetails/4115-Hubbard-Pl-Brooklyn-NY-11210/30761650_zpid/,MULTI_FAMILY,Brooklyn,20 hours ago,"4115 Hubbard Pl, Brooklyn, NY 11210",For Sale by Agent,"$2,999,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/1885-W-11th-St-Brooklyn-NY-11223/30722664_zpid/,MULTI_FAMILY,Brooklyn,1 hour ago,"1885 W 11th St, Brooklyn, NY 11223",For Sale by Agent,"$1,280,000 ",Robert Defalco Realty
https://www.zillow.com/homedetails/137-Dahlgren-Pl-Brooklyn-NY-11228/30701098_zpid/,SINGLE_FAMILY,Brooklyn,17 hours ago,"137 Dahlgren Pl, Brooklyn, NY 11228",For Sale by Agent,"$989,999 ",Pen Realty LLC
https://www.zillow.com/homedetails/499-E-29th-St-Brooklyn-NY-11210/30669723_zpid/,MULTI_FAMILY,Brooklyn,20 hours ago,"499 E 29th St, Brooklyn, NY 11210",RecentChange,"$729,900 ",BHHS Fillmore R.E.
https://www.zillow.com/homedetails/363-Amboy-St-Brooklyn-NY-11212/30632902_zpid/,MULTI_FAMILY,Brooklyn,21 hours ago,"363 Amboy St, Brooklyn, NY 11212",For Sale by Agent,"$1,395,000 ",Douglas Elliman
https://www.zillow.com/homedetails/73-Steuben-St-10FAM-Brooklyn-NY-11205/2059928139_zpid/,MULTI_FAMILY,Brooklyn,22 hours ago,"73 Steuben St #10FAM, Brooklyn, NY 11205",For Sale by Agent,"$3,600,000 ",Oxford Property Group
https://www.zillow.com/homedetails/11-Grant-Ave-Brooklyn-NY-11208/30641951_zpid/,MULTI_FAMILY,Brooklyn,22 hours ago,"11 Grant Avenue, Cypress Hills, NY 11208",For Sale by Agent,"$988,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/1315-E-64th-St-Brooklyn-NY-11234/30780623_zpid/,SINGLE_FAMILY,Brooklyn,21 hours ago,"1315 E 64th St, Brooklyn, NY 11234",For Sale by Agent,"$830,000 ",Century 21 Milestone Realty
https://www.zillow.com/homedetails/1845-Troy-Ave-Brooklyn-NY-11234/30760668_zpid/,MULTI_FAMILY,Brooklyn,19 hours ago,"1845 Troy Ave, Brooklyn, NY 11234",For Sale by Agent,"$815,000 ",Urban Pulse Realty LLC
https://www.zillow.com/homedetails/559-Saratoga-Ave-Brooklyn-NY-11212/30631597_zpid/,SINGLE_FAMILY,Brooklyn,20 hours ago,"559 Saratoga Avenue, Brownsville, NY 11212",For Sale by Agent,"$499,000 ",Century 21 Milestone Realty
https://www.zillow.com/homedetails/619-E-86th-St-Brooklyn-NY-11236/30768216_zpid/,MULTI_FAMILY,Brooklyn,23 hours ago,"619 E 86th St, Brooklyn, NY 11236",For Sale by Agent,"$1,299,500 ",Brooklyn Real Property Inc
https://www.zillow.com/homedetails/971-Ashford-St-Brooklyn-NY-11207/30648093_zpid/,MULTI_FAMILY,Brooklyn,Open: Sat. 11am-1pm,"971 Ashford Street, East New York, NY 11207",For Sale by Agent,"$850,000 ",1 Oak Real Estate Hub Inc
https://www.zillow.com/homedetails/2618-Avenue-D-Brooklyn-NY-11226/30669156_zpid/,MULTI_FAMILY,Brooklyn,1 day on Zillow,"2618 Avenue D, Flatbush, NY 11226",For Sale by Agent,"$1,200,000 ",Keller Williams Landmark II
https://www.zillow.com/homedetails/1941-Fulton-St-Brooklyn-NY-11233/30600779_zpid/,MULTI_FAMILY,Brooklyn,Video Walkthrough,"1941 Fulton Street, Stuyvesant Heights, NY 11233",For Sale by Agent,"$1,499,000 ",Century 21 AA Realty
https://www.zillow.com/homedetails/138-Stockholm-St-Brooklyn-NY-11221/83049497_zpid/,MULTI_FAMILY,Brooklyn,1 day on Zillow,"138 Stockholm Street, Bushwick, NY 11221",For Sale by Agent,"$1,649,000 ",Great Success Realty Inc
https://www.zillow.com/homedetails/835-Barbey-St-Brooklyn-NY-11207/30647696_zpid/,MULTI_FAMILY,Brooklyn,23 hours ago,"835 Barbey St, Brooklyn, NY 11207",For Sale by Agent,"$499,999 ",5 Boro Realty Corp
https://www.zillow.com/homedetails/8664-25th-Ave-Brooklyn-NY-11214/30729921_zpid/,MULTI_FAMILY,Brooklyn,2 hours ago,"8664 25th Ave, Brooklyn, NY 11214",For Sale by Agent,"$1,399,000 ",Weichert Realtors Evolution Gr
https://www.zillow.com/homedetails/78-Eldert-St-Brooklyn-NY-11207/30630078_zpid/,MULTI_FAMILY,Brooklyn,47 minutes ago,"78 Eldert St, Brooklyn, NY 11207",For Sale by Agent,"$1,480,000 ","Grandeur Realty, Inc."
https://www.zillow.com/homedetails/3623-Avenue-T-Brooklyn-NY-11234/30785815_zpid/,SINGLE_FAMILY,Brooklyn,1 hour ago,"3623 Avenue T, Brooklyn, NY 11234",For Sale by Agent,"$1,499,999 ",Douglas Elliman
https://www.zillow.com/homedetails/1248-E-38th-St-Brooklyn-NY-11210/143022138_zpid/,MULTI_FAMILY,Brooklyn,11 hours ago,"1248 E 38th St, Brooklyn, NY 11210",For Sale by Agent,"$850,000 ",J Dadd Realty LLC
https://www.zillow.com/homedetails/699-Lafayette-Ave-MF-Brooklyn-NY-11221/2053273810_zpid/,MULTI_FAMILY,Brooklyn,Open: Sun. 11am-1pm,"699 Lafayette Ave #MF, Brooklyn, NY 11221",For Sale by Agent,"$2,445,000 ",Massada Home Sales
https://www.zillow.com/homedetails/361-New-Jersey-Ave-Brooklyn-NY-11207/30634517_zpid/,MULTI_FAMILY,Brooklyn,17 hours ago,"361 New Jersey Avenue, East New York, NY 11207",For Sale by Agent,"$1,200,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/77-Vermont-St-Brooklyn-NY-11207/112498671_zpid/,LOT,Brooklyn,14 hours ago,"77 Vermont Street, East New York, NY 11207",For Sale by Agent,"$389,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/23010-145th-Ave-Jamaica-NY-11413/32208850_zpid/,SINGLE_FAMILY,Queens,Open: Sat. 2-4pm,"230-10 145th Avenue, Springfield Gardens, NY 11413",Non Owner Occupied,"$699,900 ",NY Home Ventures
https://www.zillow.com/homedetails/423-Schorr-Dr-34D-College-Pt-NY-11356/2053347666_zpid/,TOWNHOUSE,Queens,Open: 1/20 1-3pm,"423 Schorr Drive UNIT 34D, College Point, NY 11356",For Sale by Agent,"$769,000 ",Sparrow REALTORS LLC
https://www.zillow.com/homedetails/Corona-NY-11368/2078838709_zpid/,MULTI_FAMILY,Queens,14 hours ago,"(undisclosed Address), Corona, NY 11368",For Sale by Agent,"$1,900,000 ",Dream Castle Realty
https://www.zillow.com/homedetails/538-Seagirt-Blvd-Far-Rockaway-NY-11691/32220616_zpid/,SINGLE_FAMILY,Queens,11 hours ago,"538 Seagirt Boulevard, Far Rockaway, NY 11691",For Sale by Agent,"$1,349,000 ",Five Towns Miller Realty Inc
https://www.zillow.com/homedetails/11939-226th-St-Jamaica-NY-11411/32197485_zpid/,SINGLE_FAMILY,Queens,1 hour ago,"119-39 226th Street, Cambria Heights, NY 11411",For Sale by Agent,"$950,000 ",Voro LLC
https://www.zillow.com/homedetails/3515-213th-St-Flushing-NY-11361/32061025_zpid/,SINGLE_FAMILY,Queens,Open: Sun. 3-4:30pm,"35-15 213th Street, Bayside, NY 11361",For Sale by Agent,"$1,380,000 ",Daniel Gale Sothebys Intl Rlty
https://www.zillow.com/homedetails/16201-87th-Rd-Jamaica-NY-11432/32131888_zpid/,MULTI_FAMILY,Queens,1 day on Zillow,"162-01 87th Road, Jamaica, NY 11432",For Sale by Agent,"$2,199,999 ",Sri Sri Realty
https://www.zillow.com/homedetails/35-18-172nd-St-Flushing-NY-11358/2056161645_zpid/,SINGLE_FAMILY,Queens,Open: Sat. 11am-12:30pm,"35-18 172nd St, Flushing, NY 11358",For Sale by Agent,"$999,000 ",Keller Williams Realty Gold Coast
https://www.zillow.com/homedetails/26236-60th-Ave-Flushing-NY-11362/32097942_zpid/,SINGLE_FAMILY,Queens,Open: Sun. 12-2pm,"26236 60th Ave, Flushing, NY 11362",For Sale by Agent,"$1,168,000 ",E Realty International Corp
https://www.zillow.com/homedetails/8958-212th-St-Jamaica-NY-11427/32147922_zpid/,SINGLE_FAMILY,Queens,18 hours ago,"89-58 212th Street, Queens Village, NY 11427",For Sale by Agent,"$762,500 ",Arjun Home Realty Corp
https://www.zillow.com/homedetails/5241-71st-St-Flushing-NY-11378/31984308_zpid/,TOWNHOUSE,Queens,Open: Sat. 11am-2pm,"52-41 71st Street, Flushing, NY 11378",For Sale by Agent,"$945,000 ",E Realty International Corp
https://www.zillow.com/homedetails/1441-Burton-St-Flushing-NY-11357/32029327_zpid/,SINGLE_FAMILY,Queens,10 hours ago,"1441 Burton St, Flushing, NY 11357",For Sale by Agent,"$1,390,888 ",Shares of New York Marketing LLC
https://www.zillow.com/homedetails/4334-172nd-St-Flushing-NY-11358/32048876_zpid/,SINGLE_FAMILY,Queens,19 hours ago,"43-34 172nd Street, Flushing, NY 11358",For Sale by Agent,"$1,228,000 ",Keller Williams Rlty Landmark
https://www.zillow.com/homedetails/229-12-145th-Ave-Springfield-Gardens-NY-11413/2062971833_zpid/,MULTI_FAMILY,Queens,Open: Sun. 12-1:30pm,"229-12 145th Avenue, Rosedale, NY 11413",For Sale by Agent,"$1,275,000 ",Do All Realty
https://www.zillow.com/homedetails/2355-143rd-St-Flushing-NY-11357/32024984_zpid/,SINGLE_FAMILY,Queens,Open: Sat. 10:30am-1pm,"23-55 143rd Street, Whitestone, NY 11357",For Sale by Agent,"$1,100,000 ",Compass Greater NY LLC
https://www.zillow.com/homedetails/Woodhaven-NY-11421/2061606070_zpid/,MULTI_FAMILY,Queens,1 day on Zillow,"(undisclosed Address), Woodhaven, NY 11421",For Sale by Agent,"$1,100,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/8744-87th-St-Jamaica-NY-11421/32108274_zpid/,SINGLE_FAMILY,Queens,20 hours ago,"8744 87th St, Jamaica, NY 11421",For Sale by Agent,"$998,000 ",QUEENS CENTRAL REALTY DH LLC
https://www.zillow.com/homedetails/2204-Murray-St-Flushing-NY-11357/32031396_zpid/,SINGLE_FAMILY,Queens,Open: Sun. 1-3pm,"2204 Murray St, Flushing, NY 11357",For Sale by Agent,"$1,299,999 ",Daniel Gale Sotheby's International Realty
https://www.zillow.com/homedetails/16140-99th-St-Jamaica-NY-11414/32217669_zpid/,SINGLE_FAMILY,Queens,1 day on Zillow,"161-40 99th Street, Howard Beach, NY 11414",For Sale by Agent,"$888,000 ",Metro Net Realty LLC
https://www.zillow.com/homedetails/13330-77th-St-Jamaica-NY-11414/32167061_zpid/,SINGLE_FAMILY,Queens,19 hours ago,"133-30 77th Street, Howard Beach, NY 11414",For Sale by Agent,"$479,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/11439-126th-St-Jamaica-NY-11420/32173301_zpid/,MULTI_FAMILY,Queens,17 hours ago,"114-39 126th Street, South Ozone Park, NY 11420",For Sale by Agent,"$749,999 ",Prestige Homes NY Inc
https://www.zillow.com/homedetails/421-Beach-35th-St-Far-Rockaway-NY-11691/62742222_zpid/,MULTI_FAMILY,Queens,Open: Sat. 11am-1:30pm,"421 Beach 35th Street, Far Rockaway, NY 11691",For Sale by Agent,"$699,999 ",RE/MAX City Square
https://www.zillow.com/homedetails/9963-163rd-Rd-Jamaica-NY-11414/32218296_zpid/,SINGLE_FAMILY,Queens,17 hours ago,"9963 163rd Rd, Jamaica, NY 11414",For Sale by Agent,"$375,000 ",RE MAX Team
https://www.zillow.com/homedetails/95-11-70th-Ave-Forest-Hills-NY-11375/2061285784_zpid/,SINGLE_FAMILY,Queens,Open: Sat. 11am-2pm,"95-11 70th Ave, Forest Hills, NY 11375",For Sale by Agent,"$1,699,999 ",Keller Williams Realty Liberty
https://www.zillow.com/homedetails/38-19-27th-St-2-Long-Island-City-NY-11101/2078723502_zpid/,MULTI_FAMILY,Queens,19 hours ago,"38-19 27th St #2, Long Island City, NY 11101",For Sale by Agent,"$1,349,000 ",Amorelli Realty
https://www.zillow.com/homedetails/71-01-Penelope-Ave-Middle-Village-NY-11379/31995394_zpid/,SINGLE_FAMILY,Queens,Open: Sun. 2-4pm,"71-01 Penelope Ave, Middle Village, NY 11379",For Sale by Agent,"$768,000 ","Voro, LLC"
https://www.zillow.com/homedetails/23115-125th-Ave-Jamaica-NY-11413/32198556_zpid/,SINGLE_FAMILY,Queens,21 hours ago,"231-15 125 Street, Laurelton, NY 11413",For Sale by Agent,"$725,000 ",Chess Real Estate Services LLC
https://www.zillow.com/homedetails/5844-229th-St-Oakland-Gardens-NY-11364/32086052_zpid/,SINGLE_FAMILY,Queens,1 day on Zillow,"58-44 229th Street, Bayside, NY 11364",For Sale by Agent,"$899,900 ",Block & Lot Real Estate SVC
https://www.zillow.com/homedetails/22005-131st-Ave-Jamaica-NY-11413/32199308_zpid/,SINGLE_FAMILY,Queens,21 hours ago,"22005 131st Ave, Jamaica, NY 11413",For Sale by Agent,"$629,900 ",Empire Home Sales
https://www.zillow.com/homedetails/6514-48th-Ave-Flushing-NY-11377/55732034_zpid/,MULTI_FAMILY,Queens,Open: Mon. 12-2pm,"6514 48th Ave, Flushing, NY 11377",For Sale by Agent,"$1,350,000 ",Keller Williams Realty Gold Coast
https://www.zillow.com/homedetails/97-23-134th-Rd-Ozone-Park-NY-11417/2053353064_zpid/,MULTI_FAMILY,Queens,1 day on Zillow,"97-23 134th Road, Ozone Park, NY 11417",For Sale by Agent,"$789,000 ",Coldwell Banker Napolitano Rlt
https://www.zillow.com/homedetails/6040-75th-St-Flushing-NY-11379/31991084_zpid/,MULTI_FAMILY,Queens,19 hours ago,"6040 75th St, Flushing, NY 11379",For Sale by Agent,"$1,450,000 ",Crifasi Real Estate
https://www.zillow.com/homedetails/72-23-67th-St-Ridgewood-NY-11385/2056983002_zpid/,MULTI_FAMILY,Queens,18 hours ago,"72-23 67th St, Ridgewood, NY 11385",For Sale by Agent,"$1,295,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/2609-Seagirt-Ave-Far-Rockaway-NY-11691/79743073_zpid/,SINGLE_FAMILY,Queens,23 hours ago,"26-09 Seagirt Avenue, Far Rockaway, NY 11691",For Sale by Agent,"$589,000 ",INLUXXE Realty LLC
https://www.zillow.com/homedetails/116-46-128th-St-South-Ozone-Park-NY-11420/2062695339_zpid/,SINGLE_FAMILY,Queens,1 day on Zillow,"116-46 128th Street, South Ozone Park, NY 11420",For Sale by Agent,"$499,000 ",Apollo Point Realty LLC
https://www.zillow.com/homedetails/86-02-Sutter-Ave-Ozone-Park-NY-11417/2056691905_zpid/,SINGLE_FAMILY,Queens,20 hours ago,"86-02 Sutter Avenue, Ozone Park, NY 11417",For Sale by Agent,"$699,000 ",RE/MAX 2000
https://www.zillow.com/homedetails/1539-146th-Pl-Flushing-NY-11357/32029520_zpid/,SINGLE_FAMILY,Queens,Open: Sat. 1:30-3:30pm,"1539 146th Pl, Flushing, NY 11357",For Sale by Agent,"$1,120,000 ",Keller Williams Realty Gold Coast
https://www.zillow.com/homedetails/120-27-193rd-St-TAL-Saint-Albans-NY-11412/2053350366_zpid/,MULTI_FAMILY,Queens,21 hours ago,"120-27 193rd St #TAL, Saint Albans, NY 11412",For Sale by Agent,"$1,199,999 ",Empire Home Sales
https://www.zillow.com/homedetails/5923-Gates-Ave-Flushing-NY-11385/32009485_zpid/,MULTI_FAMILY,Queens,Open: Mon. 4:30-5:30pm,"5923 Gates Ave, Flushing, NY 11385",For Sale by Agent,"$1,450,000 ",Evergreen Realty & Investments
https://www.zillow.com/homedetails/16528-144th-Ave-Jamaica-NY-11434/32206725_zpid/,SINGLE_FAMILY,Queens,16 hours ago,"16528 144th Ave, Jamaica, NY 11434",For Sale by Agent,"$290,000 ",SOWAE CORP
https://www.zillow.com/homedetails/120-73-131st-St-South-Ozone-Park-NY-11420/2061157132_zpid/,SINGLE_FAMILY,Queens,1 day on Zillow,"120-73 131st Street, South Ozone Park, NY 11420",For Sale by Agent,"$850,000 ",Park Assets Real Estate Corp
https://www.zillow.com/homedetails/5-Dierauf-St-Staten-Island-NY-10312/32359013_zpid/,SINGLE_FAMILY,Staten Island,Open: Sat. 12-2pm,"5 Dierauf St, Staten Island, NY 10312",For Sale by Agent,"$1,049,000 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/23-Randall-Ave-Staten-Island-NY-10301/32273925_zpid/,SINGLE_FAMILY,Staten Island,23 hours ago,"23 Randall Ave, Staten Island, NY 10301",For Sale by Agent,"$550,000 ","Sari Kingsley, Real Estate"
