Link of Listing,Home Type,City,Post At,Address,Status,Price,Broker Name
https://www.zillow.com/homedetails/131-Delmar-Ave-Staten-Island-NY-10312/32365462_zpid/,SINGLE_FAMILY,Staten Island,22 hours ago,"131 Delmar Ave, Staten Island, NY 10312",For Sale by Agent,"$875,000 ","Titan Home Realty, Inc."
https://www.zillow.com/homedetails/175-Overlook-Ave-Staten-Island-NY-10304/32294621_zpid/,SINGLE_FAMILY,Staten Island,22 hours ago,"175 Overlook Ave, Staten Island, NY 10304",For Sale by Agent,"$925,000 ",Connie Profaci Realty
https://www.zillow.com/homedetails/345-Waters-Ave-Staten-Island-NY-10302/32301883_zpid/,SINGLE_FAMILY,Staten Island,1 day on Zillow,"345 Waters Ave, Staten Island, NY 10302",New Construction,"$724,999 ",Thomas Gugliucci Real Estate
https://www.zillow.com/homedetails/81-Pacific-Ave-Staten-Island-NY-10312/32348542_zpid/,MULTI_FAMILY,Staten Island,23 hours ago,"81 Pacific Ave, Staten Island, NY 10312",For Sale by Agent,"$1,048,000 ",Re/Max Edge
https://www.zillow.com/homedetails/25-Sumner-Ave-Staten-Island-NY-10314/32303210_zpid/,SINGLE_FAMILY,Staten Island,20 hours ago,"25 Sumner Ave, Staten Island, NY 10314",For Sale by Agent,"$789,000 ",Hometime Estates LLC
https://www.zillow.com/homedetails/107-Redwood-Loop-Staten-Island-NY-10309/32371508_zpid/,TOWNHOUSE,Staten Island,2 hours ago,"107 Redwood Loop, Staten Island, NY 10309",For Sale by Agent,"$649,000 ",Prodigy Real Estate Inc.
https://www.zillow.com/homedetails/37-Blaine-Ct-Staten-Island-NY-10310/32279162_zpid/,SINGLE_FAMILY,Staten Island,Open: Sun. 3-5pm,"37 Blaine Ct, Staten Island, NY 10310",For Sale by Agent,"$619,999 ","Tom Crimmins Realty, Ltd."
https://www.zillow.com/homedetails/30-Duke-Pl-Staten-Island-NY-10314/32292635_zpid/,SINGLE_FAMILY,Staten Island,20 hours ago,"30 Duke Pl, Staten Island, NY 10314",For Sale by Agent,"$699,000 ",DiTommaso Real Estate
https://www.zillow.com/homedetails/56-Croak-Ave-Staten-Island-NY-10314/32288907_zpid/,SINGLE_FAMILY,Staten Island,Open: Sun. 2-4pm,"56 Croak Ave, Staten Island, NY 10314",For Sale by Agent,"$883,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/95-Amsterdam-Ave-Staten-Island-NY-10314/32310457_zpid/,SINGLE_FAMILY,Staten Island,1 day on Zillow,"95 Amsterdam Ave, Staten Island, NY 10314",For Sale by Agent,"$750,000 ",RE/MAX Elite
https://www.zillow.com/homedetails/537-Van-Duzer-St-Staten-Island-NY-10304/32285057_zpid/,TOWNHOUSE,Staten Island,19 hours ago,"537 Van Duzer St, Staten Island, NY 10304",For Sale by Agent,"$599,000 ",Keller Williams Realty Staten Island
https://www.zillow.com/homedetails/448-Neckar-Ave-Staten-Island-NY-10304/112109624_zpid/,SINGLE_FAMILY,Staten Island,23 hours ago,"448 Neckar Ave, Staten Island, NY 10304",For Sale by Agent,"$748,000 ",Ashford Homes
https://www.zillow.com/homedetails/448-2-Caswell-Ave-Staten-Island-NY-10314/2079198637_zpid/,TOWNHOUSE,Staten Island,1 day on Zillow,"448-2 Caswell Ave, Staten Island, NY 10314",For Sale by Agent,"$525,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/848-Rensselaer-Ave-Staten-Island-NY-10309/32369648_zpid/,TOWNHOUSE,Staten Island,Open: Sat. 1-3pm,"848 Rensselaer Ave, Staten Island, NY 10309",For Sale by Agent,"$619,999 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/236A-Steuben-St-Staten-Island-NY-10304/32319917_zpid/,SINGLE_FAMILY,Staten Island,18 hours ago,"236A Steuben St, Staten Island, NY 10304",For Sale by Agent,"$388,000 ",Coldwell Banker Reliable
https://www.zillow.com/homedetails/27-McCormick-Pl-Staten-Island-NY-10305/32324716_zpid/,TOWNHOUSE,Staten Island,1 day on Zillow,"27 McCormick Pl, Staten Island, NY 10305",For Sale by Agent,"$599,000 ","Neuhaus Realty, Inc."
https://www.zillow.com/homedetails/7126-Amboy-Rd-Staten-Island-NY-10307/32374924_zpid/,SINGLE_FAMILY,Staten Island,22 hours ago,"7126 Amboy Rd, Staten Island, NY 10307",For Sale by Agent,"$925,000 ",Wolf Properties Inc
https://www.zillow.com/homedetails/118-E-Macon-Ave-Staten-Island-NY-10308/32354474_zpid/,SINGLE_FAMILY,Staten Island,Open: Sun. 1-3pm,"118 E Macon Ave, Staten Island, NY 10308",For Sale by Agent,"$629,000 ",Coldwell Banker Advantage
https://www.zillow.com/homedetails/577-Ilyssa-Way-Staten-Island-NY-10312/32360486_zpid/,TOWNHOUSE,Staten Island,1 hour ago,"577 Ilyssa Way, Staten Island, NY 10312",For Sale by Agent,"$492,000 ","Homes R Us Realty of NY, Inc."
https://www.zillow.com/homedetails/118-Lortel-Ave-Staten-Island-NY-10314/32288727_zpid/,SINGLE_FAMILY,Staten Island,1 hour ago,"118 Lortel Ave, Staten Island, NY 10314",For Sale by Agent,"$519,000 ","Robert DeFalco Realty, Inc."
https://www.zillow.com/homedetails/Arthur-Kill-Rd-Staten-Island-NY-10309/68316931_zpid/,LOT,Staten Island,23 hours ago," Arthur Kill Rd, Staten Island, NY 10309",For Sale by Agent,"$5,000,000 ",Prime Realty
https://www.zillow.com/homedetails/173-Livermore-Ave-Staten-Island-NY-10314/32282662_zpid/,SINGLE_FAMILY,Staten Island,15 hours ago,"173 Livermore Ave, Staten Island, NY 10314",For Sale by Agent,"$699,000 ","Tom Crimmins Realty, Ltd."
https://www.zillow.com/homedetails/469-Hoyt-Ave-Staten-Island-NY-10301/32274201_zpid/,MULTI_FAMILY,Staten Island,13 minutes ago,"469 Hoyt Ave, Staten Island, NY 10301",For Sale by Agent,"$778,000 ",RE/MAX Edge
https://www.zillow.com/homedetails/32-Renfrew-Pl-Staten-Island-NY-10303/32298530_zpid/,SINGLE_FAMILY,Staten Island,13 hours ago,"32 Renfrew Pl, Staten Island, NY 10303",For Sale by Agent,"$599,000 ",Homesite Realty Inc.
https://www.zillow.com/homedetails/1931-Narragansett-Ave-Bronx-NY-10461/29818006_zpid/,SINGLE_FAMILY,Bronx,20 hours ago,"1931 Narragansett Avenue, Bronx, NY 10461",For Sale by Agent,"$699,000 ",Berkshire Hathaway HS NY Prop
https://www.zillow.com/homedetails/662-Clarence-Ave-Bronx-NY-10465/29846469_zpid/,SINGLE_FAMILY,Bronx,Open: 1/20 1-3pm,"662 Clarence Avenue, Bronx, NY 10465",For Sale by Agent,"$625,000 ",Exp Realty
https://www.zillow.com/homedetails/1631-Radcliff-Ave-Bronx-NY-10462/29814121_zpid/,SINGLE_FAMILY,Bronx,1 day on Zillow,"1631 Radcliff Avenue, Bronx, NY 10462",For Sale by Agent,"$750,000 ",Link NY Realty
https://www.zillow.com/homedetails/3001-Netherland-Ave-Bronx-NY-10463/29851689_zpid/,SINGLE_FAMILY,Bronx,22 hours ago,"3001 Netherland Ave, Bronx, NY 10463",For Sale by Agent,"$1,590,000 ",Trebach Realty
https://www.zillow.com/homedetails/4819-Murdock-Ave-Bronx-NY-10470/112500769_zpid/,MULTI_FAMILY,Bronx,Open: Sat. 1-4pm,"4819 Murdock Avenue, Bronx, NY 10470",For Sale by Agent,"$849,000 ",US ONE BROKERAGE
https://www.zillow.com/homedetails/1851-Edison-Ave-Bronx-NY-10461/142663030_zpid/,MULTI_FAMILY,Bronx,20 hours ago,"1851 Edison Avenue, Bronx, NY 10461",For Sale by Agent,"$999,000 ",Han Tang Realty Inc.
https://www.zillow.com/homedetails/1847-Edison-Ave-Bronx-NY-10461/29816043_zpid/,MULTI_FAMILY,Bronx,20 hours ago,"1847 Edison Avenue, Bronx, NY 10461",For Sale by Agent,"$999,000 ",Han Tang Realty Inc.
https://www.zillow.com/homedetails/814-Faile-St-Bronx-NY-10474/82786907_zpid/,MULTI_FAMILY,Bronx,1 hour ago,"814 Faile Street, Bronx, NY 10474",For Sale by Agent,"$800,000 ",Lettre Realty Inc
https://www.zillow.com/homedetails/816-Faile-St-Bronx-NY-10474/83178018_zpid/,MULTI_FAMILY,Bronx,2 hours ago,"816 Faile Street, Bronx, NY 10474",For Sale by Agent,"$800,000 ",Lettre Realty Inc
https://www.zillow.com/homedetails/1346-Plimpton-Ave-Bronx-NY-10452/29778474_zpid/,MULTI_FAMILY,Bronx,18 hours ago,"1346 Plimton Avenue, Bronx, NY 10452",For Sale by Agent,"$470,000 ","Prime Realty Group, Inc."
https://www.zillow.com/homedetails/6000-Palisade-Ave-Bronx-NY-10463/2053350376_zpid/,LOT,Bronx,21 hours ago,"6000 Palisade Avenue, Bronx, NY 10463",For Sale by Agent,"$799,900 ",RE/MAX In The City
https://www.zillow.com/homedetails/123-Father-Zeiser-Pl-Bronx-NY-10468/29786518_zpid/,SINGLE_FAMILY,Bronx,13 hours ago,"123 Father Zeiser Place, Bronx, NY 10468",For Sale by Agent,"$650,000 ",Vanguard Realty
https://www.zillow.com/homedetails/730-E-218th-St-Bronx-NY-10467/79712329_zpid/,MULTI_FAMILY,Bronx,12 hours ago,"730 E 218th Street, Bronx, NY 10467",For Sale by Agent,"$960,000 ",B Square Realty
https://www.zillow.com/homedetails/2535-Hollers-Ave-Bronx-NY-10475/29851490_zpid/,MULTI_FAMILY,Bronx,13 hours ago,"2535 Hollers Avenue, Bronx, NY 10475",For Sale by Agent,"$825,000 ","Charles Rutenberg Realty, Inc."
https://www.zillow.com/homedetails/256-W-75th-St-New-York-NY-10023/2076659649_zpid/,SINGLE_FAMILY,Manhattan,Open: Thu. 12-1pm,"256 W 75th St, New York, NY 10023",For Sale by Agent,"$10,960,000 ",A & I Broadway
https://www.zillow.com/community/one-wall-street/2061571630_zpid/,SINGLE_FAMILY,Manhattan,Open: M: 10:00 AM-6:00 ...,"Residence 2209 Plan, One Wall Street",New Construction Spec,"$2,760,000+",One Wall Street
https://www.zillow.com/homedetails/26-8th-St-Carle-Place-NY-11514/31117765_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 2-4pm,"26 8th Street, Carle Place, NY 11514",For Sale by Agent,"$899,000 ",Daniel Gale Sothebys Intl Rlty
https://www.zillow.com/homedetails/52-Choir-Ln-Westbury-NY-11590/31277596_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"52 Choir Lane, Westbury, NY 11590",For Sale by Agent,"$625,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/122-Walnut-St-Long-Beach-NY-11561/31403016_zpid/,MULTI_FAMILY,Nassau County,1 day on Zillow,"122 Walnut St, Long Beach, NY 11561",For Sale by Agent,"$975,000 ","Royal York Realty, Inc."
https://www.zillow.com/homedetails/48-Smith-St-Glen-Head-NY-11545/31149355_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 12-2pm,"48 Smith Street, Glen Head, NY 11545",For Sale by Agent,"$999,000 ",B Square Realty Inc
https://www.zillow.com/homedetails/46-Berkshire-Rd-Great-Neck-NY-11023/31062783_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 11am-1pm,"46 Berkshire Road, Great Neck, NY 11023",For Sale by Agent,"$1,998,888 ",Royal House Realty Inc
https://www.zillow.com/homedetails/2506-Hysler-St-East-Meadow-NY-11554/31333048_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 1-3pm,"2506' Hysler Street, East Meadow, NY 11554",For Sale by Agent,"$1,399,999 ",NextGen Real Estate LLC
https://www.zillow.com/homedetails/877-Beckman-Dr-Bellmore-NY-11710/31345944_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"877 Beckman Drive, North Bellmore, NY 11710",For Sale by Agent,"$769,999 ",Realty Advisors Inc
https://www.zillow.com/homedetails/33-Portico-Pl-33-Great-Neck-NY-11021/2053352020_zpid/,TOWNHOUSE,Nassau County,Open: Sun. 11am-12:30pm,"33 Portico Place UNIT 33, Great Neck, NY 11021",For Sale by Agent,"$1,950,000 ",S Sharf Realty Inc
https://www.zillow.com/homedetails/48-Endview-Ave-Lynbrook-NY-11563/167762613_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 1-2:30pm,"48 Endview Avenue, Lynbrook, NY 11563",For Sale by Agent,"$969,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/162-E-Argyle-St-Valley-Stream-NY-11580/31227219_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 1:30-3pm,"162 E Argyle Street, Valley Stream, NY 11580",For Sale by Agent,"$789,000 ",East Coast REALTORS  Inc
https://www.zillow.com/homedetails/13-Marlon-Ave-Bethpage-NY-11714/31318467_zpid/,SINGLE_FAMILY,Nassau County,Open: Thu. 5:30-7pm,"13 Marlon Avenue, Bethpage, NY 11714",For Sale by Agent,"$665,000 ",Signature Premier Properties
https://www.zillow.com/homedetails/1-Newkirk-Ave-East-Rockaway-NY-11518/31268234_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 1-2:30pm,"1 Newkirk Avenue, East Rockaway, NY 11518",For Sale by Agent,"$936,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/42-Huron-Rd-Floral-Park-NY-11001/31171466_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 1-3pm,"42 Huron Road, Bellerose Village, NY 11001",For Sale by Agent,"$995,000 ",Realty Connect USA LLC
https://www.zillow.com/homedetails/64-5th-Ave-East-Rockaway-NY-11518/31266192_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 11:30am-1pm,"64 5th Avenue, East Rockaway, NY 11518",For Sale by Agent,"$575,000 ",Keller Williams Realty Greater
https://www.zillow.com/homedetails/67-S-Covert-Ave-Elmont-NY-11003/31180226_zpid/,SINGLE_FAMILY,Nassau County,21 hours ago,"67 S Covert Avenue, Elmont, NY 11003",For Sale by Agent,"$550,000 ",Keller Williams Rlty Landmark
https://www.zillow.com/homedetails/33-Mason-St-Hempstead-NY-11550/31193594_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"33 Mason Street, Hempstead, NY 11550",For Sale by Agent,"$699,000 ",Blackstone Realty
https://www.zillow.com/homedetails/1082-Olympia-Rd-Bellmore-NY-11710/31340802_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 1-3pm,"1082 Olympia Road, North Bellmore, NY 11710",For Sale by Agent,"$818,800 ",All Island Estates Realty Corp
https://www.zillow.com/homedetails/122-Vincent-Rd-Hicksville-NY-11801/31126880_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 12-2pm,"122 Vincent Road, Hicksville, NY 11801",For Sale by Agent,"$658,000 ",Winzone Realty Inc
https://www.zillow.com/homedetails/34-Magnolia-Ln-Jericho-NY-11753/31135041_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 1:30-3:30pm,"34 Magnolia Ln, Jericho, NY 11753",For Sale by Agent,"$1,090,000 ",Voro LLC
https://www.zillow.com/homedetails/3641-Bertha-Dr-Baldwin-NY-11510/31371986_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"3641 Bertha Drive, Baldwin, NY 11510",For Sale by Agent,"$749,990 ",Coldwell Banker American Homes
https://www.zillow.com/homedetails/315-Wynsum-Ave-Merrick-NY-11566/31417664_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"315 Wynsum Avenue, Merrick, NY 11566",For Sale by Agent,"$899,990 ",Compass Greater NY LLC
https://www.zillow.com/homedetails/495-S-Oyster-Bay-Rd-Plainview-NY-11803/31125537_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"495 S Oyster Bay Road, Plainview, NY 11803",For Sale by Agent,"$779,000 ",Compass Greater NY LLC
https://www.zillow.com/homedetails/55-A-Connecticut-Ave-Massapequa-NY-11758/2053351545_zpid/,SINGLE_FAMILY,Nassau County,22 hours ago,"55 A Connecticut Avenue, Massapequa, NY 11758",New Construction,"$1,550,000 ",EXIT Realty Premier
https://www.zillow.com/homedetails/8-Harmony-Ln-Westbury-NY-11590/31286514_zpid/,SINGLE_FAMILY,Nassau County,19 hours ago,"8 Harmony Lane, Westbury, NY 11590",For Sale by Agent,"$799,000 ",Prospes Real Estate Corp
https://www.zillow.com/homedetails/182-Hungry-Harbor-Rd-Valley-Stream-NY-11581/31258171_zpid/,SINGLE_FAMILY,Nassau County,4 hours ago,"182 Hungry Harbor Road, Valley Stream, NY 11581",For Sale by Agent,"$489,000 ",Coldwell Banker American Homes
https://www.zillow.com/homedetails/Baldwin-NY-11510/31371859_zpid/,SINGLE_FAMILY,Nassau County,1 day on Zillow,"(undisclosed Address), Baldwin, NY 11510",For Sale by Agent,"$1,075,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/9-Frederick-Ave-Roosevelt-NY-11575/31380304_zpid/,SINGLE_FAMILY,Nassau County,Open: Sun. 12-2pm,"9 Frederick Avenue, Roosevelt, NY 11575",For Sale by Agent,"$679,000 ",Legacy Estate Realty
https://www.zillow.com/homedetails/28-Hope-St-Hempstead-NY-11550/31200688_zpid/,SINGLE_FAMILY,Nassau County,20 hours ago,"28 Hope Street, Hempstead, NY 11550",For Sale by Agent,"$650,000 ",RE/MAX Reliance
https://www.zillow.com/homedetails/2864-Wilson-Ave-Bellmore-NY-11710/31387570_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 12-1:30pm,"2864 Wilson Avenue, Bellmore, NY 11710",For Sale by Agent,"$725,000 ",EXP Realty
https://www.zillow.com/homedetails/1-Somerset-Dr-S-Great-Neck-NY-11020/2069285271_zpid/,SINGLE_FAMILY,Nassau County,4 hours ago,"1 S Somerset Drive, Great Neck, NY 11020",For Sale by Agent,"$5,750,000 ",Daniel Gale Sothebys Intl Rlty
https://www.zillow.com/homedetails/22-Imogene-Dr-Massapequa-NY-11758/31353996_zpid/,SINGLE_FAMILY,Nassau County,"$51,000 (Jan 10)","22 Imogene Drive, Massapequa, NY 11758",For Sale by Agent,"$1,149,000 ",Premium Properties Inc
https://www.zillow.com/homedetails/311-N-Linden-St-Massapequa-NY-11758/31348353_zpid/,SINGLE_FAMILY,Nassau County,4 hours ago,"311 N Linden Street, Massapequa, NY 11758",For Sale by Agent,"$899,000 ",Jamie Realty Group
https://www.zillow.com/homedetails/2386-Beverly-Rd-Wantagh-NY-11793/31418919_zpid/,SINGLE_FAMILY,Nassau County,2 hours ago,"2386 Beverly Road, Wantagh, NY 11793",For Sale by Agent,"$699,000 ",Madison Homes Realty Inc
https://www.zillow.com/homedetails/32-Lattingtown-Rd-Locust-Valley-NY-11560/2076516278_zpid/,LOT,Nassau County,22 hours ago,"Lot #32 Lattingtown Road, Lattingtown, NY 11560",For Sale by Agent,"$1,150,000 ",Douglas Elliman Real Estate
https://www.zillow.com/homedetails/400-Lattingtown-Rd-Locust-Valley-NY-11560/2053349911_zpid/,LOT,Nassau County,21 hours ago,"400 Lattingtown Rd, Locust Valley, NY 11560",For Sale by Agent,"$5,500,000 ",HIGHCAP GROUP LLC
https://www.zillow.com/homedetails/389-Roslyn-Pl-East-Meadow-NY-11554/251413677_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 1-3pm,"389 Roslyn Place, East Meadow, NY 11554",New Construction,"$1,099,999 ",Realty Connect USA LLC
https://www.zillow.com/homedetails/2380-Dobson-Ave-Merrick-NY-11566/31375553_zpid/,SINGLE_FAMILY,Nassau County,16 hours ago,"2380 Dobson Avenue, Merrick, NY 11566",For Sale by Agent,"$699,990 ",RE/MAX Reliance
https://www.zillow.com/homedetails/56-Mason-St-Hempstead-NY-11550/31193611_zpid/,SINGLE_FAMILY,Nassau County,Open: Sat. 1-3pm,"56 Mason Street, Hempstead, NY 11550",For Sale by Agent,"$649,000 ",Voro LLC
https://www.zillow.com/homedetails/198-N-2nd-St-Bethpage-NY-11714/31291337_zpid/,SINGLE_FAMILY,Nassau County,16 hours ago,"198 N 2nd Street, Bethpage, NY 11714",Non Owner Occupied,"$593,600 ",REALHome Services & Solutions
https://www.zillow.com/homedetails/89-Wentworth-Ave-Albertson-NY-11507/31102623_zpid/,SINGLE_FAMILY,Nassau County,Open: Thu. 4-6pm,"89 Wentworth Avenue, Albertson, NY 11507",For Sale by Agent,"$1,269,000 ",Glen Oaks Realty
